rep age_class pos neg total
121 0 4478 69939 74417
121 1 24116 50077 74193
121 2 43847 36196 80043
121 3 41693 44513 86206
121 4 102761 46661 149422
121 5 118837 9214 128051
121 6 95702 6693 102395
121 7 66339 2794 69133
121 8 68732 1090 69822
122 0 7617 66800 74417
122 1 14725 59468 74193
122 2 22352 57691 80043
122 3 31019 55187 86206
122 4 105906 43516 149422
122 5 120816 7235 128051
122 6 97784 4611 102395
122 7 67057 2076 69133
122 8 69231 591 69822
123 0 254 74163 74417
123 1 11571 62622 74193
123 2 51687 28356 80043
123 3 65530 20676 86206
123 4 114442 34980 149422
123 5 123935 4116 128051
123 6 99267 3128 102395
123 7 67887 1246 69133
123 8 69409 413 69822
124 0 2828 71589 74417
124 1 12168 62025 74193
124 2 19120 60923 80043
124 3 25102 61104 86206
124 4 87457 61965 149422
124 5 113969 14082 128051
124 6 91892 10503 102395
124 7 64046 5087 69133
124 8 67721 2101 69822
125 0 9408 65009 74417
125 1 44827 29366 74193
125 2 62547 17496 80043
125 3 69711 16495 86206
125 4 124708 24714 149422
125 5 125031 3020 128051
125 6 100702 1693 102395
125 7 68518 615 69133
125 8 69644 178 69822
126 0 21928 52489 74417
126 1 47588 26605 74193
126 2 66129 13914 80043
126 3 81067 5139 86206
126 4 139561 9861 149422
126 5 125593 2458 128051
126 6 101114 1281 102395
126 7 68805 328 69133
126 8 69741 81 69822
127 0 665 73752 74417
127 1 12447 61746 74193
127 2 18208 61835 80043
127 3 38978 47228 86206
127 4 105444 43978 149422
127 5 120758 7293 128051
127 6 96555 5840 102395
127 7 66597 2536 69133
127 8 69079 743 69822
128 0 11341 63076 74417
128 1 15259 58934 74193
128 2 16107 63936 80043
128 3 38636 47570 86206
128 4 96276 53146 149422
128 5 119749 8302 128051
128 6 95982 6413 102395
128 7 67040 2093 69133
128 8 69424 398 69822
129 0 10624 63793 74417
129 1 25260 48933 74193
129 2 28622 51421 80043
129 3 37091 49115 86206
129 4 124514 24908 149422
129 5 114586 13465 128051
129 6 94572 7823 102395
129 7 65274 3859 69133
129 8 67718 2104 69822
130 0 41231 33186 74417
130 1 57583 16610 74193
130 2 65491 14552 80043
130 3 80474 5732 86206
130 4 146083 3339 149422
130 5 126562 1489 128051
130 6 102105 290 102395
130 7 69046 87 69133
130 8 69813 9 69822
131 0 9592 64825 74417
131 1 34478 39715 74193
131 2 63310 16733 80043
131 3 61741 24465 86206
131 4 122285 27137 149422
131 5 121564 6487 128051
131 6 97823 4572 102395
131 7 67558 1575 69133
131 8 69338 484 69822
132 0 6322 68095 74417
132 1 21277 52916 74193
132 2 23198 56845 80043
132 3 64053 22153 86206
132 4 108096 41326 149422
132 5 116153 11898 128051
132 6 93798 8597 102395
132 7 65234 3899 69133
132 8 67404 2418 69822
133 0 4668 69749 74417
133 1 9271 64922 74193
133 2 23354 56689 80043
133 3 53714 32492 86206
133 4 123720 25702 149422
133 5 118810 9241 128051
133 6 95949 6446 102395
133 7 66027 3106 69133
133 8 67580 2242 69822
134 0 26692 47725 74417
134 1 34711 39482 74193
134 2 39413 40630 80043
134 3 54816 31390 86206
134 4 142599 6823 149422
134 5 124757 3294 128051
134 6 100520 1875 102395
134 7 68223 910 69133
134 8 69555 267 69822
135 0 2726 71691 74417
135 1 12031 62162 74193
135 2 24504 55539 80043
135 3 19907 66299 86206
135 4 88167 61255 149422
135 5 111715 16336 128051
135 6 90116 12279 102395
135 7 64559 4574 69133
135 8 67966 1856 69822
136 0 5188 69229 74417
136 1 12431 61762 74193
136 2 23238 56805 80043
136 3 56967 29239 86206
136 4 106800 42622 149422
136 5 121319 6732 128051
136 6 97320 5075 102395
136 7 67095 2038 69133
136 8 68987 835 69822
137 0 7911 66506 74417
137 1 26371 47822 74193
137 2 44659 35384 80043
137 3 70996 15210 86206
137 4 126810 22612 149422
137 5 123539 4512 128051
137 6 99953 2442 102395
137 7 68248 885 69133
137 8 69583 239 69822
138 0 7063 67354 74417
138 1 40345 33848 74193
138 2 62756 17287 80043
138 3 79715 6491 86206
138 4 144516 4906 149422
138 5 127712 339 128051
138 6 102275 120 102395
138 7 69092 41 69133
138 8 69822 0 69822
139 0 11359 63058 74417
139 1 24652 49541 74193
139 2 24486 55557 80043
139 3 46355 39851 86206
139 4 139172 10250 149422
139 5 126308 1743 128051
139 6 101284 1111 102395
139 7 68910 223 69133
139 8 69729 93 69822
140 0 4011 70406 74417
140 1 12512 61681 74193
140 2 38080 41963 80043
140 3 51562 34644 86206
140 4 133955 15467 149422
140 5 125513 2538 128051
140 6 101003 1392 102395
140 7 68695 438 69133
140 8 69741 81 69822
141 0 4990 69427 74417
141 1 23392 50801 74193
141 2 33836 46207 80043
141 3 40681 45525 86206
141 4 109767 39655 149422
141 5 121744 6307 128051
141 6 98285 4110 102395
141 7 67765 1368 69133
141 8 69643 179 69822
142 0 24282 50135 74417
142 1 38342 35851 74193
142 2 65516 14527 80043
142 3 71980 14226 86206
142 4 136528 12894 149422
142 5 126530 1521 128051
142 6 101434 961 102395
142 7 68846 287 69133
142 8 69759 63 69822
143 0 9556 64861 74417
143 1 33717 40476 74193
143 2 47969 32074 80043
143 3 45332 40874 86206
143 4 126196 23226 149422
143 5 120723 7328 128051
143 6 97039 5356 102395
143 7 66951 2182 69133
143 8 69040 782 69822
144 0 18279 56138 74417
144 1 25256 48937 74193
144 2 36556 43487 80043
144 3 38449 47757 86206
144 4 113906 35516 149422
144 5 124415 3636 128051
144 6 99794 2601 102395
144 7 68324 809 69133
144 8 69723 99 69822
145 0 22320 52097 74417
145 1 43870 30323 74193
145 2 52609 27434 80043
145 3 64996 21210 86206
145 4 143567 5855 149422
145 5 126964 1087 128051
145 6 101994 401 102395
145 7 69027 106 69133
145 8 69805 17 69822
146 0 1762 72655 74417
146 1 52823 21370 74193
146 2 58718 21325 80043
146 3 60073 26133 86206
146 4 129799 19623 149422
146 5 126432 1619 128051
146 6 101645 750 102395
146 7 68861 272 69133
146 8 69751 71 69822
147 0 4566 69851 74417
147 1 13647 60546 74193
147 2 34129 45914 80043
147 3 39481 46725 86206
147 4 107018 42404 149422
147 5 119849 8202 128051
147 6 97895 4500 102395
147 7 67335 1798 69133
147 8 69067 755 69822
148 0 6559 67858 74417
148 1 15123 59070 74193
148 2 41434 38609 80043
148 3 58911 27295 86206
148 4 135783 13639 149422
148 5 122165 5886 128051
148 6 98765 3630 102395
148 7 67821 1312 69133
148 8 69412 410 69822
149 0 9183 65234 74417
149 1 27710 46483 74193
149 2 48252 31791 80043
149 3 47703 38503 86206
149 4 124975 24447 149422
149 5 116669 11382 128051
149 6 95682 6713 102395
149 7 65898 3235 69133
149 8 68339 1483 69822
150 0 8012 66405 74417
150 1 31678 42515 74193
150 2 47800 32243 80043
150 3 72457 13749 86206
150 4 120811 28611 149422
150 5 124757 3294 128051
150 6 100894 1501 102395
150 7 68673 460 69133
150 8 69659 163 69822
151 0 15658 58759 74417
151 1 48135 26058 74193
151 2 56257 23786 80043
151 3 64329 21877 86206
151 4 138509 10913 149422
151 5 124491 3560 128051
151 6 100569 1826 102395
151 7 68657 476 69133
151 8 69659 163 69822
152 0 293 74124 74417
152 1 10318 63875 74193
152 2 25939 54104 80043
152 3 81721 4485 86206
152 4 134101 15321 149422
152 5 125714 2337 128051
152 6 100828 1567 102395
152 7 68816 317 69133
152 8 69750 72 69822
153 0 20170 54247 74417
153 1 39235 34958 74193
153 2 38084 41959 80043
153 3 75550 10656 86206
153 4 125747 23675 149422
153 5 123568 4483 128051
153 6 99590 2805 102395
153 7 68017 1116 69133
153 8 69470 352 69822
154 0 38635 35782 74417
154 1 52617 21576 74193
154 2 54604 25439 80043
154 3 72126 14080 86206
154 4 139568 9854 149422
154 5 125599 2452 128051
154 6 100859 1536 102395
154 7 68530 603 69133
154 8 69710 112 69822
155 0 28907 45510 74417
155 1 59595 14598 74193
155 2 75810 4233 80043
155 3 83004 3202 86206
155 4 146038 3384 149422
155 5 127815 236 128051
155 6 102293 102 102395
155 7 69111 22 69133
155 8 69822 0 69822
156 0 32115 42302 74417
156 1 58091 16102 74193
156 2 69291 10752 80043
156 3 77341 8865 86206
156 4 138418 11004 149422
156 5 127287 764 128051
156 6 101897 498 102395
156 7 69002 131 69133
156 8 69819 3 69822
157 0 1230 73187 74417
157 1 58265 15928 74193
157 2 60154 19889 80043
157 3 60929 25277 86206
157 4 129096 20326 149422
157 5 125033 3018 128051
157 6 100836 1559 102395
157 7 68525 608 69133
157 8 69763 59 69822
158 0 9100 65317 74417
158 1 26258 47935 74193
158 2 54438 25605 80043
158 3 56136 30070 86206
158 4 120847 28575 149422
158 5 122073 5978 128051
158 6 99808 2587 102395
158 7 68072 1061 69133
158 8 69631 191 69822
159 0 13205 61212 74417
159 1 45859 28334 74193
159 2 68298 11745 80043
159 3 73684 12522 86206
159 4 131956 17466 149422
159 5 124717 3334 128051
159 6 100241 2154 102395
159 7 68517 616 69133
159 8 69681 141 69822
160 0 10071 64346 74417
160 1 33694 40499 74193
160 2 69081 10962 80043
160 3 67967 18239 86206
160 4 125130 24292 149422
160 5 124254 3797 128051
160 6 99829 2566 102395
160 7 68153 980 69133
160 8 69632 190 69822
161 0 19295 55122 74417
161 1 46145 28048 74193
161 2 62833 17210 80043
161 3 78795 7411 86206
161 4 148731 691 149422
161 5 127881 170 128051
161 6 102353 42 102395
161 7 69120 13 69133
161 8 69822 0 69822
162 0 6433 67984 74417
162 1 20705 53488 74193
162 2 30233 49810 80043
162 3 36295 49911 86206
162 4 110368 39054 149422
162 5 119001 9050 128051
162 6 96535 5860 102395
162 7 66901 2232 69133
162 8 69058 764 69822
163 0 185 74232 74417
163 1 10414 63779 74193
163 2 25718 54325 80043
163 3 67371 18835 86206
163 4 130157 19265 149422
163 5 118137 9914 128051
163 6 97736 4659 102395
163 7 67222 1911 69133
163 8 69276 546 69822
164 0 9650 64767 74417
164 1 27512 46681 74193
164 2 43900 36143 80043
164 3 59533 26673 86206
164 4 108079 41343 149422
164 5 124414 3637 128051
164 6 99414 2981 102395
164 7 68177 956 69133
164 8 69575 247 69822
165 0 32708 41709 74417
165 1 61417 12776 74193
165 2 71380 8663 80043
165 3 75497 10709 86206
165 4 143128 6294 149422
165 5 127195 856 128051
165 6 102099 296 102395
165 7 69081 52 69133
165 8 69814 8 69822
166 0 1906 72511 74417
166 1 48225 25968 74193
166 2 68271 11772 80043
166 3 74216 11990 86206
166 4 138718 10704 149422
166 5 126395 1656 128051
166 6 101545 850 102395
166 7 68916 217 69133
166 8 69719 103 69822
167 0 11712 62705 74417
167 1 30481 43712 74193
167 2 35178 44865 80043
167 3 52962 33244 86206
167 4 123677 25745 149422
167 5 116718 11333 128051
167 6 95502 6893 102395
167 7 66434 2699 69133
167 8 68805 1017 69822
168 0 7115 67302 74417
168 1 14609 59584 74193
168 2 22947 57096 80043
168 3 31905 54301 86206
168 4 104507 44915 149422
168 5 122510 5541 128051
168 6 98063 4332 102395
168 7 67489 1644 69133
168 8 69216 606 69822
169 0 12789 61628 74417
169 1 53790 20403 74193
169 2 51778 28265 80043
169 3 56433 29773 86206
169 4 112889 36533 149422
169 5 120036 8015 128051
169 6 96098 6297 102395
169 7 66288 2845 69133
169 8 68866 956 69822
170 0 8505 65912 74417
170 1 18842 55351 74193
170 2 39785 40258 80043
170 3 63499 22707 86206
170 4 125398 24024 149422
170 5 125087 2964 128051
170 6 100318 2077 102395
170 7 68380 753 69133
170 8 69620 202 69822
171 0 13715 60702 74417
171 1 22151 52042 74193
171 2 30606 49437 80043
171 3 29645 56561 86206
171 4 95800 53622 149422
171 5 111255 16796 128051
171 6 90856 11539 102395
171 7 64807 4326 69133
171 8 67970 1852 69822
172 0 7069 67348 74417
172 1 22701 51492 74193
172 2 36782 43261 80043
172 3 55353 30853 86206
172 4 139259 10163 149422
172 5 127035 1016 128051
172 6 101759 636 102395
172 7 68969 164 69133
172 8 69802 20 69822
173 0 9869 64548 74417
173 1 15724 58469 74193
173 2 19956 60087 80043
173 3 40132 46074 86206
173 4 130468 18954 149422
173 5 121756 6295 128051
173 6 98666 3729 102395
173 7 67520 1613 69133
173 8 69349 473 69822
174 0 8982 65435 74417
174 1 36011 38182 74193
174 2 35925 44118 80043
174 3 50455 35751 86206
174 4 133997 15425 149422
174 5 123461 4590 128051
174 6 99585 2810 102395
174 7 68017 1116 69133
174 8 69469 353 69822
175 0 16722 57695 74417
175 1 37051 37142 74193
175 2 47216 32827 80043
175 3 57810 28396 86206
175 4 113344 36078 149422
175 5 122835 5216 128051
175 6 98879 3516 102395
175 7 67697 1436 69133
175 8 69542 280 69822
176 0 19286 55131 74417
176 1 30599 43594 74193
176 2 51767 28276 80043
176 3 53780 32426 86206
176 4 124581 24841 149422
176 5 120492 7559 128051
176 6 97463 4932 102395
176 7 67021 2112 69133
176 8 69379 443 69822
177 0 14723 59694 74417
177 1 27814 46379 74193
177 2 28002 52041 80043
177 3 57753 28453 86206
177 4 106632 42790 149422
177 5 119058 8993 128051
177 6 95491 6904 102395
177 7 66690 2443 69133
177 8 69164 658 69822
178 0 1405 73012 74417
178 1 9006 65187 74193
178 2 22342 57701 80043
178 3 51948 34258 86206
178 4 124175 25247 149422
178 5 115202 12849 128051
178 6 95039 7356 102395
178 7 65361 3772 69133
178 8 67642 2180 69822
179 0 13125 61292 74417
179 1 31791 42402 74193
179 2 60902 19141 80043
179 3 59500 26706 86206
179 4 119869 29553 149422
179 5 121009 7042 128051
179 6 97934 4461 102395
179 7 67451 1682 69133
179 8 69275 547 69822
180 0 31578 42839 74417
180 1 47470 26723 74193
180 2 48137 31906 80043
180 3 61497 24709 86206
180 4 126063 23359 149422
180 5 120481 7570 128051
180 6 97810 4585 102395
180 7 66654 2479 69133
180 8 69141 681 69822
181 0 11792 62625 74417
181 1 57235 16958 74193
181 2 56114 23929 80043
181 3 65393 20813 86206
181 4 124939 24483 149422
181 5 125445 2606 128051
181 6 100886 1509 102395
181 7 68671 462 69133
181 8 69698 124 69822
182 0 1907 72510 74417
182 1 40932 33261 74193
182 2 47704 32339 80043
182 3 54008 32198 86206
182 4 124607 24815 149422
182 5 120048 8003 128051
182 6 96787 5608 102395
182 7 66554 2579 69133
182 8 68695 1127 69822
183 0 300 74117 74417
183 1 12308 61885 74193
183 2 29307 50736 80043
183 3 46054 40152 86206
183 4 116327 33095 149422
183 5 114273 13778 128051
183 6 94444 7951 102395
183 7 65860 3273 69133
183 8 68682 1140 69822
184 0 8046 66371 74417
184 1 27504 46689 74193
184 2 52650 27393 80043
184 3 78623 7583 86206
184 4 132742 16680 149422
184 5 126554 1497 128051
184 6 101468 927 102395
184 7 68910 223 69133
184 8 69765 57 69822
185 0 12800 61617 74417
185 1 41249 32944 74193
185 2 60293 19750 80043
185 3 60999 25207 86206
185 4 117208 32214 149422
185 5 123998 4053 128051
185 6 99504 2891 102395
185 7 68155 978 69133
185 8 69575 247 69822
186 0 10894 63523 74417
186 1 17947 56246 74193
186 2 22088 57955 80043
186 3 25799 60407 86206
186 4 80533 68889 149422
186 5 114198 13853 128051
186 6 93667 8728 102395
186 7 64538 4595 69133
186 8 67495 2327 69822
187 0 2550 71867 74417
187 1 18912 55281 74193
187 2 43788 36255 80043
187 3 75087 11119 86206
187 4 133406 16016 149422
187 5 120811 7240 128051
187 6 99347 3048 102395
187 7 68125 1008 69133
187 8 69327 495 69822
188 0 8456 65961 74417
188 1 19915 54278 74193
188 2 27210 52833 80043
188 3 57690 28516 86206
188 4 129818 19604 149422
188 5 122028 6023 128051
188 6 99122 3273 102395
188 7 67858 1275 69133
188 8 69411 411 69822
189 0 7835 66582 74417
189 1 54462 19731 74193
189 2 63287 16756 80043
189 3 69721 16485 86206
189 4 134015 15407 149422
189 5 125281 2770 128051
189 6 101016 1379 102395
189 7 68631 502 69133
189 8 69751 71 69822
190 0 3485 70932 74417
190 1 12036 62157 74193
190 2 20013 60030 80043
190 3 24315 61891 86206
190 4 84343 65079 149422
190 5 112134 15917 128051
190 6 89749 12646 102395
190 7 63510 5623 69133
190 8 66903 2919 69822
191 0 7868 66549 74417
191 1 27407 46786 74193
191 2 41160 38883 80043
191 3 37278 48928 86206
191 4 132284 17138 149422
191 5 126215 1836 128051
191 6 101081 1314 102395
191 7 68755 378 69133
191 8 69758 64 69822
192 0 3241 71176 74417
192 1 13765 60428 74193
192 2 31919 48124 80043
192 3 41532 44674 86206
192 4 106853 42569 149422
192 5 119797 8254 128051
192 6 95967 6428 102395
192 7 66483 2650 69133
192 8 68922 900 69822
193 0 8577 65840 74417
193 1 14509 59684 74193
193 2 43371 36672 80043
193 3 47775 38431 86206
193 4 98133 51289 149422
193 5 118343 9708 128051
193 6 96200 6195 102395
193 7 66965 2168 69133
193 8 69086 736 69822
194 0 36522 37895 74417
194 1 56486 17707 74193
194 2 58524 21519 80043
194 3 67828 18378 86206
194 4 136906 12516 149422
194 5 124320 3731 128051
194 6 99929 2466 102395
194 7 68306 827 69133
194 8 69617 205 69822
195 0 11553 62864 74417
195 1 38306 35887 74193
195 2 69265 10778 80043
195 3 76801 9405 86206
195 4 146625 2797 149422
195 5 127236 815 128051
195 6 102107 288 102395
195 7 69019 114 69133
195 8 69796 26 69822
196 0 8780 65637 74417
196 1 20547 53646 74193
196 2 22935 57108 80043
196 3 56461 29745 86206
196 4 101884 47538 149422
196 5 114506 13545 128051
196 6 93675 8720 102395
196 7 64721 4412 69133
196 8 67954 1868 69822
197 0 15529 58888 74417
197 1 53350 20843 74193
197 2 68479 11564 80043
197 3 82827 3379 86206
197 4 145605 3817 149422
197 5 127191 860 128051
197 6 102083 312 102395
197 7 69027 106 69133
197 8 69792 30 69822
198 0 9072 65345 74417
198 1 21509 52684 74193
198 2 31177 48866 80043
198 3 58029 28177 86206
198 4 139265 10157 149422
198 5 126861 1190 128051
198 6 101829 566 102395
198 7 68959 174 69133
198 8 69796 26 69822
199 0 10741 63676 74417
199 1 26823 47370 74193
199 2 47473 32570 80043
199 3 69056 17150 86206
199 4 128918 20504 149422
199 5 125829 2222 128051
199 6 101247 1148 102395
199 7 68753 380 69133
199 8 69748 74 69822
200 0 15591 58826 74417
200 1 50317 23876 74193
200 2 50111 29932 80043
200 3 57413 28793 86206
200 4 129218 20204 149422
200 5 122185 5866 128051
200 6 98996 3399 102395
200 7 67607 1526 69133
200 8 69223 599 69822
201 0 13396 61021 74417
201 1 21554 52639 74193
201 2 29740 50303 80043
201 3 39609 46597 86206
201 4 91186 58236 149422
201 5 114205 13846 128051
201 6 92589 9806 102395
201 7 65684 3449 69133
201 8 69034 788 69822
202 0 8311 66106 74417
202 1 39538 34655 74193
202 2 66826 13217 80043
202 3 71556 14650 86206
202 4 138868 10554 149422
202 5 127032 1019 128051
202 6 101872 523 102395
202 7 69026 107 69133
202 8 69771 51 69822
203 0 5791 68626 74417
203 1 26023 48170 74193
203 2 29583 50460 80043
203 3 42034 44172 86206
203 4 119911 29511 149422
203 5 120193 7858 128051
203 6 96884 5511 102395
203 7 67476 1657 69133
203 8 69260 562 69822
204 0 12761 61656 74417
204 1 17078 57115 74193
204 2 24396 55647 80043
204 3 28401 57805 86206
204 4 101970 47452 149422
204 5 110528 17523 128051
204 6 90683 11712 102395
204 7 63076 6057 69133
204 8 66876 2946 69822
205 0 15560 58857 74417
205 1 49802 24391 74193
205 2 66521 13522 80043
205 3 68386 17820 86206
205 4 126982 22440 149422
205 5 124833 3218 128051
205 6 99914 2481 102395
205 7 68316 817 69133
205 8 69521 301 69822
206 0 17435 56982 74417
206 1 44150 30043 74193
206 2 57908 22135 80043
206 3 57979 28227 86206
206 4 141112 8310 149422
206 5 127715 336 128051
206 6 102207 188 102395
206 7 69113 20 69133
206 8 69822 0 69822
207 0 4697 69720 74417
207 1 29541 44652 74193
207 2 45436 34607 80043
207 3 71560 14646 86206
207 4 122660 26762 149422
207 5 126488 1563 128051
207 6 101443 952 102395
207 7 68717 416 69133
207 8 69719 103 69822
208 0 23562 50855 74417
208 1 43161 31032 74193
208 2 50479 29564 80043
208 3 64444 21762 86206
208 4 126586 22836 149422
208 5 125255 2796 128051
208 6 100747 1648 102395
208 7 68677 456 69133
208 8 69725 97 69822
209 0 3162 71255 74417
209 1 36243 37950 74193
209 2 45301 34742 80043
209 3 52714 33492 86206
209 4 112716 36706 149422
209 5 120619 7432 128051
209 6 96958 5437 102395
209 7 67020 2113 69133
209 8 68817 1005 69822
210 0 16148 58269 74417
210 1 36153 38040 74193
210 2 56592 23451 80043
210 3 65566 20640 86206
210 4 134937 14485 149422
210 5 126871 1180 128051
210 6 101650 745 102395
210 7 68839 294 69133
210 8 69795 27 69822
211 0 14103 60314 74417
211 1 20244 53949 74193
211 2 23913 56130 80043
211 3 49883 36323 86206
211 4 100489 48933 149422
211 5 113844 14207 128051
211 6 92642 9753 102395
211 7 65295 3838 69133
211 8 67670 2152 69822
212 0 6218 68199 74417
212 1 22393 51800 74193
212 2 44074 35969 80043
212 3 70673 15533 86206
212 4 128239 21183 149422
212 5 117762 10289 128051
212 6 96830 5565 102395
212 7 66513 2620 69133
212 8 68749 1073 69822
213 0 12104 62313 74417
213 1 32649 41544 74193
213 2 58172 21871 80043
213 3 61206 25000 86206
213 4 124555 24867 149422
213 5 125026 3025 128051
213 6 100212 2183 102395
213 7 68464 669 69133
213 8 69599 223 69822
214 0 8422 65995 74417
214 1 22962 51231 74193
